post_id,post_time,address,place_name,user_id,nationality
mrU4ld5Wn9nt,2016-05-26T19:06:00Z,東京都新宿区新宿二丁目4,新宿御苑 Shinjuku Gyoen,C-ouC7ZSaq,US
yq9nRFmDUod2,2016-05-26T19:52:49Z,東京都渋谷区神宮前四丁目12,NA,B-sfVgFq6c,NA
xwY6CtJldaNs,2016-05-26T20:35:26Z,大阪府大阪市 此花区桜島二丁目1,Hogwarts Castle ホグワーツ城 the Wizarding World of Harry Potter,C-USKzOsaF,PH
308QVf3sez8b,2016-05-26T23:22:23Z,東京都渋谷区道玄坂二丁目2,NA,A-ZeDyCQ5o,ID
FEBQs6ewgaY5,2016-05-26T23:35:49Z,東京都台東区浅草二丁目5,NA,A-mH9S29zX,ID
rFeQ4yDfPA2Y,2016-05-26T23:38:47Z,富山県中新川郡 立山町,Tateyama Kurobe Alpen Route,B-UaREzMhV,NA
8bBQvOrcs7wv,2016-05-27T09:01:09Z,北海道函館市若松町11,NA,A-ldC3aEcd,TH
QcJw0LfGQKhS,2016-05-27T10:32:29Z,山梨県南都留郡 富士河口湖町船津3491,富士河口湖町,B-UgTv9RdS,TH
74Yjs4ERn6Rv,2016-05-27T11:52:24Z,東京都台東区浅草一丁目4,天麩羅処 葵丸進,C-KBDhOOKQ,AU
TxDb5dhi2iIX,2016-05-27T12:39:41Z,京都府京都市 右京区嵯峨天龍寺芒ノ馬場町1,"渡月橋 / Togetsukyo Bridge, Arashiyama, Kyoto",A-1kIsN3FU,US
g9Nf0gUjX3G1,2016-05-27T13:20:53Z,東京都千代田区神田花岡町1,秋葉原駅 (Akihabara Sta.),C-YaaCT95z,US
wDo6vQwISM1I,2016-05-27T13:23:33Z,長崎県佐世保市山県町3,xoxo ｷｽｷｽ,A-ZNa8Vzne,ID
dC3aEcdXa0um,2016-05-27T14:58:48Z,東京都江戸川区西一之江三丁目25,NA,A-yjyqRUxj,ID
KA88e2LouwWx,2016-05-27T17:45:10Z,東京都新宿区西新宿三丁目9,NA,A-5fIh0k2L,AU
r431b4eRcU6F,2016-05-27T18:00:13Z,東京都墨田区業平一丁目22,東京スカイツリー / Tokyo Skytree,A-qUD4XOWY,TH
fIcnL2yxzt3k,2016-05-27T18:50:05Z,奈良県奈良市春日野町1,NA,C-jX3G1brp,ES
k3Ts3uJTUIK3,2016-05-27T19:25:19Z,東京都豊島区池袋二丁目40,NA,B-su4RJydo,TH
5bLsmuMbl7d6,2016-05-27T20:14:07Z,富山県富山市桜町一丁目1,ラーメン 一心,B-FBkQ2vyY,KR
S7NvjDZSCUFK,2016-05-27T20:37:18Z,大分県玖珠郡 九重町,NA,C-G2az6vJp,US
BIsFD5dQi4SA,2016-05-27T21:26:02Z,京都府京都市 東山区清水二丁目211,วัดคิโยมิสึ วัดน้ำใส เกียวโต,A-nBJjqNfV,TH
gTkc7j2w10Kw,2016-05-27T23:01:30Z,福岡県太宰府市,九州国立博物馆,C-5TGt4SgP,CN
A3VgmUV3pEnY,2016-05-28T05:17:08Z,千葉県松戸市上本郷2928,NA,B-gdv58TDw,KR
x43vfPtcSzCZ,2016-05-28T09:17:59Z,愛知県名古屋市 中区本丸1,名古屋城 (Nagoya Castle),A-KEyy1TM5,TH
1CvhFr3UOST0,2016-05-28T09:36:16Z,東京都千代田区皇居外苑3,皇居 Tokyo Imperial Palace,C-s7T3irpO,TH
XXOHajbyYe3E,2016-05-28T13:04:06Z,千葉県浦安市舞浜1,NA,B-7gxMBUuC,PH
Wq4vPImjvqo1,2016-05-28T13:37:05Z,東京都港区北青山三丁目5,NA,B-aNXJNnXu,US
1eElkWuLxEjn,2016-05-28T14:38:30Z,東京都台東区上野公園2,不忍池 (Shinobazu Pond),B-ZswYAjRD,CN
LLQpwdevG9qE,2016-05-28T15:47:37Z,兵庫県神戸市 北区有馬町290,NA,A-qAmimnhW,MY
i3UbfZiRQ3iV,2016-05-28T18:21:52Z,大阪府大阪市 北区大淀中一丁目1,梅田スカイビル（Umeda Sky Building),B-wIRfyPxt,PH
rUsz7Tbm2Aet,2016-05-28T23:58:56Z,東京都中央区銀座三丁目6,"銀座 - Ginza ,Tokyo",A-Wu2Yo0pJ,US
MCTCVNxdORm8,2016-06-01T09:07:51Z,京都府京都市 下京区本覚寺前町818,NA,A-xMoFPtac,FR
8POP6SfZ5qBg,2016-06-01T13:11:04Z,東京都千代田区外神田一丁目15,NA,B-imRIo12e,US
vyYWzdH4O3Oi,2016-06-01T17:16:30Z,北海道網走市新町二丁目2,北海道 JR網走駅,B-GYsyGkB0,NA
vjYeTeGe0a2w,2016-06-01T21:37:44Z,東京都台東区谷中三丁目11,NA,C-4SwtdS2V,ID
SUO1YSZVlabb,2016-06-02T08:33:13Z,東京都品川区八潮五丁目10,八潮パークタウン,C-3njvd4vb,HK
O5pFLy6IgRZE,2016-06-02T11:36:28Z,沖縄県中頭郡 北谷町字上勢頭812,がじまる食堂,B-vM7M4vdL,US
HPOHzgCR0s79,2016-06-02T11:41:36Z,大阪府大阪市 此花区桜島二丁目1,ユニバーサル・スタジオ・ジャパン / Universal Studios Japan (USJ),C-sWsLf3iR,TW
49oI33HcpfAu,2016-06-02T11:42:45Z,東京都千代田区丸の内一丁目9,Starbucks Tokyo Station,C-8hE0V8S0,TH
uFQOOBQvfn1g,2016-06-02T14:59:35Z,新潟県村上市,笹川流れ,A-cScNlpUP,HK
4VbKJVt9j7AP,2016-06-02T16:39:24Z,東京都墨田区業平一丁目22,東京スカイツリー / Tokyo Skytree,C-I8rgztrX,TH
0Pjj3pqzcaKi,2016-06-02T17:27:01Z,山梨県南都留郡 鳴沢村,Fuji Moutain,C-pOFQ3YvN,ID
CsKoCwIw3jpP,2016-06-02T18:51:17Z,東京都文京区後楽一丁目3,NA,B-iinTsCg2,US
8lqm8ntvcHhD,2016-06-02T23:10:15Z,東京都葛飾区青戸五丁目18,NA,B-iVkCYDSt,ID
9qbQjhHDoRCh,2016-06-02T23:16:00Z,大阪府大阪市 東住吉区長居公園1,大坂市立自然史博物馆,B-Ah8GxZyI,CN
6wo3dcYiEeog,2016-06-03T00:09:57Z,東京都渋谷区神宮前一丁目10,NA,B-syiY1HrM,ID
2SYeFa4eUPaO,2016-06-03T08:16:42Z,茨城県つくば市高野台三丁目6,"Tsukuba International Center, JICA",C-BlNZ6Sjc,CN
dECvM7M4vdLD,2016-06-03T08:52:02Z,東京都文京区白山二丁目22,NA,A-1dtiP8Yq,GB
EOPPjpLKscDA,2016-06-03T10:11:01Z,福岡県福岡市 中央区,NA,A-9cFMv71d,NA
NmSa20In2YPY,2016-06-03T10:27:58Z,滋賀県栗東市下戸山1270,Japan,C-RpldzvVr,US
JrO8f2ufyWri,2016-06-03T14:46:25Z,千葉県成田市古込1,成田国際空港 (Narita International Airport) (NRT),B-VfD0Md0H,TH
sPcHPCTFuhcq,2016-06-03T19:37:06Z,東京都港区六本木六丁目10,NA,B-wMNCuikU,ID
eDBve2s2a1SH,2016-06-03T19:45:55Z,兵庫県神戸市 中央区元町高架通1,JR Motomachi Station,A-f73aNJGh,KR
hE0V8S0CWcOI,2016-06-03T20:03:23Z,京都府京都市 伏見区深草藪之内町1,Fushimi Inari-taisha,B-EpIa5lKC,TH
HJyiUIalIuRX,2016-06-03T21:35:33Z,北海道札幌市 西区宮の沢二条二丁目12,白い恋人パーク / Ishiya Chocolate Factory,A-AddsqY4b,CN
mESnIr0OsQtw,2016-06-03T21:46:19Z,東京都台東区浅草二丁目3,NA,A-Swe1C3X5,US
WIJOHLs4o23C,2016-06-03T22:46:54Z,東京都新宿区西新宿二丁目8,Tokyo Metropolitan Government Building,A-EnuJPLHj,PH
rJ80GGPeAZiC,2016-06-04T00:08:11Z,千葉県松戸市上本郷2928,NA,B-gdv58TDw,KR
7jtoDt4LpgyB,2016-06-04T11:38:08Z,京都府京都市 下京区足袋屋町330,NA,C-hjfbuPZq,ID
u2jHitFUoSss,2016-06-04T18:46:47Z,東京都世田谷区玉川一丁目16,二子玉川公園,C-zE7Si2Bw,US
gHCsxARLTILc,2016-06-04T18:48:28Z,大阪府大阪市 中央区道頓堀一丁目8,道頓堀　Dōtonbori,B-lgHCsxAR,PH
ap5RuIR4X4my,2016-06-04T19:38:12Z,東京都武蔵野市吉祥寺北町三丁目6,NA,C-hH9qLhdR,KR
ePDuVIjbzlWd,2016-06-04T20:16:23Z,千葉県成田市取香237,成田東武ホテルエアポート (Narita Tobu Hotel Airport),B-XW0kxoz3,US
6bZ79ZdbfdZO,2016-06-05T00:46:16Z,千葉県松戸市上本郷2917,NA,B-gdv58TDw,KR
VjLjGN0Ja4ru,2016-06-05T08:31:54Z,北海道函館市若松町11,NA,A-ADmiFJ2q,ID
5O7nYGPZpQpS,2016-06-05T08:42:34Z,京都府京都市 北区紫野南舟岡町73,NA,C-3IghP0n2,US
JcojsK3DzZlQ,2016-06-05T08:48:34Z,東京都港区赤坂四丁目9,NA,A-sjKkIGAX,US
d5pHDTmumLiM,2016-06-05T09:24:42Z,東京都中央区銀座八丁目11,NA,B-wgaY5bPJ,US
PP6snudcJZ7U,2016-06-05T11:31:27Z,京都府京都市 伏見区深草石峰寺山町6,伏見稲荷大社 千本鳥居,C-0b1ROv6y,TH
vt9C7gIu1cXj,2016-06-05T11:38:24Z,東京都港区高輪二丁目3,NA,B-gdv58TDw,KR
r0LfloqaTSw0,2016-06-05T12:29:40Z,東京都港区高輪二丁目3,NA,B-gdv58TDw,KR
MUAuy1pztEGm,2016-06-05T14:16:38Z,東京都台東区西浅草一丁目4,Kappabashi Kitchen Town,A-WO8pjHi5,PH
WoPyreGEsKyp,2016-06-05T14:23:20Z,東京都文京区本駒込五丁目20,NA,C-nx43vfPt,ID
dRaZy5z2vMux,2016-06-05T16:02:52Z,東京都渋谷区代官山町7,NA,B-I2u7Cwfv,KR
yw0eFDTcwRJj,2016-06-05T17:15:26Z,千葉県成田市木の根39,NRT - GATE B (Domestic),A-HWqnkcV7,US
5zympcBUSarl,2016-06-05T18:19:18Z,東京都新宿区新宿三丁目38,Shinjuku Station,A-PJPANS03,PH
H9oBCZYUYmz6,2016-06-05T23:09:21Z,東京都港区六本木三丁目14,Two Dogs Taproom,B-OYjCPR6r,US
ge9Bwqt90KTW,2016-06-06T06:21:25Z,京都府京都市 東山区大橋町88,NA,C-OAS8bhaj,US
tBVdyJ7nm7DT,2016-06-06T16:54:47Z,神奈川県鎌倉市台三丁目1,Kamakura…,B-sosGlSMg,US
vbvxscatIRoE,2016-06-06T16:57:49Z,山梨県北杜市,Suntory Hakushu Distillery,B-wgaY5bPJ,US
Ly2Q1HRppz3D,2016-06-06T17:13:39Z,石川県金沢市長町三丁目8,"Kanazawa, Ishikawa",C-fnC8pC3X,TH
I6HIV9HOJKKY,2016-06-06T18:20:48Z,北海道札幌市 中央区北一条東四丁目1,ユナイテッド・シネマ札幌,B-djEv8gHA,MY
s3xjzwlZ18aQ,2016-06-06T18:53:55Z,京都府京都市 中京区鍛冶屋町204,Nishiki Market,B-LnBK7DhE,FR
AICCKxQGbGKV,2016-06-06T19:16:15Z,東京都港区芝公園四丁目2,東京タワー　Tokyo Tower,A-0G36mkoc,PH
MwYesBT3kZgS,2016-06-06T20:57:18Z,大阪府大阪市 北区中之島一丁目3,まいどおおきに食堂 OSAKA市役所食堂,A-Jhpp8m3Q,US
KkLO45Gmn6nE,2016-06-06T21:01:40Z,千葉県成田市大山632,Narita Gateway Hotel,A-jPiYdopz,US
AUh8ASYi2oqS,2016-06-06T23:31:54Z,福岡県福岡市 博多区,NA,A-DDyaTbCq,KR
9nCyWkbdlaCo,2016-06-07T08:08:37Z,千葉県浦安市舞浜1,NA,C-yyUdm5nk,KR
dCAzx45oYNHR,2016-06-07T13:50:29Z,香川県小豆郡 土庄町,豊島横尾館,B-pkwsOZu3,KR
xyAG2az6vJpi,2016-06-07T14:05:25Z,東京都台東区浅草一丁目30,浅草寺 雷门 (Kaminarimon Gate),A-M1RpfTIf,CN
oQnfuz9LYJKY,2016-06-07T14:21:57Z,大阪府大阪市 中央区難波千日前12,NA,C-qbeiEeDB,ID
rdZBR4LGibZX,2016-06-07T17:00:11Z,愛知県常滑市セントレア四丁目7,中部国際空港　セントレア,A-LpgyBNBO,PH
AvydtkcG7B1C,2016-06-07T17:44:15Z,東京都港区台場二丁目3,Odaiba,B-7hf8gQOy,PH
AZ7rGD9htezt,2016-06-07T18:51:01Z,東京都中央区日本橋室町二丁目1,Mandarin…,C-QJcojsK3,US
xs8SAUb0yMdc,2016-06-07T20:56:40Z,北海道札幌市 中央区南三条西八丁目7,NA,A-bLj2SrOV,KR
C5KJZ35oiLN6,2016-06-07T22:17:45Z,千葉県浦安市舞浜1,NA,B-D4pLXsGK,ID
IDuE1LPIdtWT,2016-06-08T00:37:07Z,千葉県松戸市上本郷2917,NA,B-gdv58TDw,KR
grGZoDdcFtBr,2016-06-08T09:23:09Z,東京都港区西麻布二丁目2,NA,C-alRDcMFV,TH
PXY3gyzQSoAY,2016-06-08T14:16:49Z,長野県長野市大字長野元善町491,Zenkō-ji,B-Xa0umxyA,TH
zhfxbUe4cyOP,2016-06-08T14:33:58Z,千葉県成田市古込1,成田国際空港 (Narita International Airport) (NRT),C-6LDXnxMG,US
6kuiXdAtWUid,2016-06-08T14:51:55Z,沖縄県那覇市泉崎一丁目8,NA,C-n2F9qYxF,US
VSc3A1MhmIIe,2016-06-08T15:23:13Z,岡山県浅口市鴨方町小坂西4816,NA,A-PWLPBsLd,GB
fso1kIsN3FUs,2016-06-08T16:46:40Z,千葉県松戸市上本郷2928,NA,B-gdv58TDw,KR
0cr4lEzr9TjL,2016-06-08T16:53:36Z,東京都台東区浅草二丁目3,Asakusa Sensoji Temple,C-rjvHoHxV,SG
d3y6zPU3imyH,2016-06-08T17:31:07Z,千葉県松戸市上本郷2928,NA,B-gdv58TDw,KR
Kq62hiOFUe2E,2016-06-08T17:59:00Z,山梨県南都留郡 富士河口湖町西湖2710,Saiko Iyashino-Sato Nenba,A-plCWkVeI,TH
XAAMU2Khkdzy,2016-06-08T21:09:53Z,京都府京都市 伏見区深草藪之内町1,NA,B-O83etnd3,US
PFIL32Ie1Jpv,2016-06-08T23:53:11Z,東京都杉並区高井戸西二丁目16,"Hakeno, Mount Fuji",B-SAUb0yMd,MY
8SZKn6QDx1Sw,2016-06-09T00:23:24Z,栃木県足利市迫間町518,NA,C-4SwtdS2V,ID
sUM01iZfRR3Q,2016-06-09T00:47:39Z,千葉県浦安市舞浜1,NA,A-3adcKfHe,TH
2rT3YtrtPJV3,2016-06-09T09:38:36Z,東京都墨田区業平一丁目22,NA,B-fxzaw82q,ID
nLoAilr0QiGU,2016-06-09T12:13:33Z,香川県東かがわ市湊1847,"Higashikagawa-shi, Kagawa, Japan",B-OBAyWRZy,TH
HrM4SwtdS2VH,2016-06-09T14:34:25Z,東京都墨田区業平一丁目22,NA,C-IhQ8qen0,TH
6UzFgGjS3N07,2016-06-09T14:49:20Z,奈良県天理市川原城町360,奈良県天理市,C-iyl3uJkN,HK
zrUuP6lvjzPg,2016-06-09T17:29:29Z,大阪府大阪市 此花区桜島二丁目1,"Harry Potter and the Forbidden Journey, Universal Studios Osaka, Japan",C-GMhrivcx,AU
iaGNr1cbndt6,2016-06-09T17:44:03Z,京都府京都市 伏見区深草稲荷御前町82,NA,A-koKnwlnH,ID
cSDwOMSbpeMb,2016-06-09T20:35:52Z,神奈川県横浜市 西区みなとみらい二丁目3,ロズレ　Roselait,B-AdFaNBZS,ID
MpHO7gUvzqs9,2016-06-09T22:20:03Z,大阪府大阪市 中央区心斎橋筋二丁目3,NA,B-cFtBrb0C,ID
KAXPwiGt83cb,2016-06-09T23:38:31Z,山口県山口市矢原744,Mahōtokoro,C-EWrFgfFO,US
hXQ3wWYn9i3X,2016-06-09T23:43:34Z,千葉県松戸市上本郷2928,NA,B-gdv58TDw,KR
m00AUvTtkQ1y,2016-06-10T21:58:05Z,大阪府大阪市 中央区平野町二丁目3,HONANA 天満橋,B-VyxmPoZx,TH
Uq9v2dHJ2u4M,2016-06-10T22:04:39Z,千葉県松戸市上本郷2917,NA,B-gdv58TDw,KR
wc5pVxfXbUcG,2016-06-10T23:55:35Z,東京都渋谷区宇田川町27,NA,A-stgw8lQH,HK
Xa6binWAPpbn,2016-06-11T00:00:21Z,栃木県宇都宮市河原町1,NA,B-hl23KyZ2,TH
YBvjrJSVfD0M,2016-06-11T08:03:12Z,千葉県浦安市舞浜1,NA,C-yyUdm5nk,KR
OKQNhUTgUMCL,2016-06-11T10:14:21Z,大阪府岸和田市宮本町2,Kishiwada Station,B-jU4Grvg9,TH
8DRsxZ7nC9bu,2016-06-11T12:28:04Z,東京都港区赤坂二丁目7,とんかつ 赤坂 水野,C-EyE7nE9f,CN
LB0K88C9zhcH,2016-06-11T13:25:12Z,京都府宇治市宇治乙方7,京阪 宇治駅 (Uji Sta.) (KH77),A-XpmDpAW0,KR
7jS8Cc3OjnE1,2016-06-11T17:53:22Z,東京都港区台場二丁目4,お台場 / Odaiba,A-v4LGCqeY,TH
ag36ANtn2Ay3,2016-06-11T19:24:45Z,東京都千代田区麹町五丁目2,Tsukiji Fish Market - 築地魚市場,B-y6LXJcHW,GB
AKSPOf2tPxDA,2016-06-11T22:24:41Z,東京都新宿区新宿三丁目38,Shinjuku,B-rQJIEROj,PH
LVRbfbOVR54O,2016-06-12T02:10:03Z,愛知県豊橋市石巻町字中瀬古45,NA,A-TgUfTqzR,ID
AphkcytfW2AM,2016-06-12T09:02:26Z,大阪府泉南郡 田尻町泉州空港中1,NA,C-JAbezxjI,AU
WfIpLhJVSU4Y,2016-06-12T10:21:52Z,千葉県成田市木の根3,NA,C-vP4SdHmv,NA
dSdWk5Exdagm,2016-06-12T10:51:26Z,東京都中央区築地五丁目5,NA,C-8pUIK8jn,ID
cNZJVYakJDWu,2016-06-12T11:04:02Z,東京都港区南青山三丁目17,Pizza Slice 2,A-Tz38wKFN,US
GrHK9NrfTBMW,2016-06-12T11:12:41Z,東京都千代田区丸の内一丁目9,Rokurinsha Ramen,B-z7Osc7BR,US
b0C1MbeVyolQ,2016-06-12T11:17:03Z,東京都港区台場二丁目4,お台場 / Odaiba,B-zXyrVrXP,TH
VVT0LkDhtpjh,2016-06-12T11:19:32Z,沖縄県那覇市おもろまち三丁目3,Shujiro Castle,C-O8NoFiCd,CN
nwMjqZBgVmPj,2016-06-12T12:07:25Z,東京都港区虎ノ門四丁目3,城山ガーデン,A-uSlyiTbL,US
F7P1GyNQjIuI,2016-06-12T12:21:06Z,大阪府大阪市 北区本庄東一丁目15,NA,B-9W0lf0mJ,KR
DQ0S9OaVH6Lk,2016-06-12T12:45:39Z,広島県広島市 中区胡町1,NA,B-RonWJjkp,US
237A2sqUid44,2016-06-12T13:21:57Z,愛知県岩倉市下本町下寺廻2,NA,C-GdJIyHPO,KR
6FbmOngcjQc4,2016-06-12T13:37:57Z,北海道函館市若松町12,はこだて塩らーめん しなの,A-Wg9Nf0gU,TH
7N9eSAJvh4IT,2016-06-12T14:50:20Z,東京都中央区銀座三丁目6,"銀座 - Ginza ,Tokyo",C-wRRzKI8L,US
6EzBPAQaZiAc,2016-06-12T15:17:37Z,東京都台東区浅草二丁目3,Asakusa Sensoji Temple,A-WJlUwQJU,TW
N9YWKLLnDPeb,2016-06-12T20:59:22Z,大阪府大阪市 中央区大阪城1,Osaka Castle 大阪城,B-TNMh2fhi,PH
EKjro7TjKL1a,2016-06-12T21:32:05Z,千葉県松戸市上本郷2928,NA,B-gdv58TDw,KR
olOCNoTAedww,2016-06-12T22:26:45Z,東京都江戸川区西葛西六丁目22,NA,C-Bd0DCcdp,TH
Ah5fbj00M8xG,2016-06-13T01:39:57Z,東京都墨田区横網一丁目3,"Grand Sumo Ryogoku Kokugikan,…",C-PWfIpLhJ,GB
zaPVHpY3IghP,2016-06-13T01:56:26Z,大阪府泉佐野市新町二丁目4,Kansai International Airport,A-fuLZTyJh,PH
aTJteWXrKN4J,2016-06-13T03:04:35Z,東京都新宿区新宿三丁目3,"Shinjuku-ku,…",B-FHGlelf8,NA
EhfoeHg6kBjm,2016-06-13T07:00:36Z,群馬県前橋市大渡町一丁目2,NA,C-cSzCZWph,NA
1PrFHkB48tgD,2016-06-13T07:10:18Z,福岡県福岡市 博多区,JR Hakata Station,B-Gu4uG2SY,TH
tsMh15gVW8PU,2016-06-13T07:48:06Z,大阪府大阪市 中央区心斎橋筋二丁目3,心斎桥筋（Shinsaibashi-suji）,B-Ah8GxZyI,CN
GKLiJG0Mmqqp,2016-06-13T08:31:51Z,千葉県成田市古込1,Narita International Airport,B-zhXGQDck,GB
zBWAmyUa3Bwg,2016-06-13T08:54:43Z,千葉県船橋市西船四丁目28,NA,C-LKDiExzC,ID
WBQJSkeKDPbT,2016-06-13T11:09:46Z,東京都千代田区皇居外苑2,Imperial Palace,B-VoJFoKTr,US
ZPRpI0kjoj60,2016-06-13T14:09:35Z,京都府京都市 東山区清水一丁目262,京都府 世界遺産 清水寺,A-p2ahip1G,TW
ACH3ctwmZBdq,2016-06-13T14:34:09Z,北海道札幌市 中央区北五条西七丁目2,小樽运河,A-Lsm862SC,CN
rZ2zOsjf99tF,2016-06-13T14:55:04Z,千葉県成田市古込1,Narita International Airport,B-XW0kxoz3,US
lMIIsUX8gNWy,2016-06-13T15:31:03Z,山梨県南都留郡 富士河口湖町船津981,NA,B-iVkCYDSt,ID
DSipAHqTMSI8,2016-06-13T16:01:15Z,福岡県福岡市 中央区,LINE FRIENDS CAFE &amp; STORE 福岡,B-tz7re6kB,HK
FyWYW0nW8Udp,2016-06-13T16:09:36Z,京都府京都市 伏見区深草藪之内町1,Fushimi Inari-taisha,C-xnq5QDib,US
bfDwYV9OaPwg,2016-06-13T16:24:10Z,石川県金沢市兼六町1,兼六園 (Kenroku-en Garden),A-YF9SOw5F,TH
KxyMyaaD2GnB,2016-06-13T16:40:11Z,静岡県御殿場市深沢1780,足柄サービスエリア(上り線),B-HbqoyX60,TH
qHPf8wVEhnfo,2016-06-13T21:05:57Z,福岡県福岡市 博多区,NA,A-9eNvFTY3,TH
eX5ZjOG4hesw,2016-06-13T22:11:09Z,東京都台東区上野七丁目12,Ueno Hotel,B-bVUlRmVf,CN
